provider	model_id	provider_model_dir	source_provider	source_model_id	source_model_dir	source_path	type	missing_fields	source_missing_fields
zenmux	mistralai/mistral-large-2512	mistralai-mistral-large-2512	openrouter	mistralai/mistral-large-2512	mistralai-mistral-large-2512	openrouter/models/mistralai-mistral-large-2512	openrouter-complete	features.tool_call	
zenmux	moonshotai/kimi-k2-0905	moonshotai-kimi-k2-0905	openrouter	moonshotai/kimi-k2-0905	moonshotai-kimi-k2-0905	openrouter/models/moonshotai-kimi-k2-0905	openrouter-complete	features.tool_call	
zenmux	moonshotai/kimi-k2-thinking	moonshotai-kimi-k2-thinking	openrouter	moonshotai/kimi-k2-thinking	moonshotai-kimi-k2-thinking	openrouter/models/moonshotai-kimi-k2-thinking	openrouter-complete	features.tool_call	
zenmux	moonshotai/kimi-k2.5	moonshotai-kimi-k2-5	openrouter	moonshotai/kimi-k2.5	moonshotai-kimi-k2-5	openrouter/models/moonshotai-kimi-k2-5	openrouter-complete	features.tool_call	
zenmux	moonshotai/kimi-k2.6	moonshotai-kimi-k2-6	openrouter	moonshotai/kimi-k2.6	moonshotai-kimi-k2-6	openrouter/models/moonshotai-kimi-k2-6	openrouter-complete	features.tool_call	
zenmux	openai/chat-latest	openai-chat-latest	openai	chat-latest	chat-latest	openai/models/chat-latest	prefix-complete	features.tool_call	
zenmux	openai/gpt-4.1	openai-gpt-4-1	openrouter	openai/gpt-4.1	openai-gpt-4-1	openrouter/models/openai-gpt-4-1	openrouter-complete	features.tool_call	
zenmux	openai/gpt-4.1-mini	openai-gpt-4-1-mini	openrouter	openai/gpt-4.1-mini	openai-gpt-4-1-mini	openrouter/models/openai-gpt-4-1-mini	openrouter-complete	features.tool_call	
zenmux	openai/gpt-4.1-nano	openai-gpt-4-1-nano	openrouter	openai/gpt-4.1-nano	openai-gpt-4-1-nano	openrouter/models/openai-gpt-4-1-nano	openrouter-complete	features.tool_call	
zenmux	openai/gpt-4o	openai-gpt-4o	openrouter	openai/gpt-4o	openai-gpt-4o	openrouter/models/openai-gpt-4o	openrouter-complete	features.tool_call	
zenmux	openai/gpt-4o-mini	openai-gpt-4o-mini	openrouter	openai/gpt-4o-mini	openai-gpt-4o-mini	openrouter/models/openai-gpt-4o-mini	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5	openai-gpt-5	openrouter	openai/gpt-5	openai-gpt-5	openrouter/models/openai-gpt-5	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5-chat	openai-gpt-5-chat	openrouter	openai/gpt-5-chat	openai-gpt-5-chat	openrouter/models/openai-gpt-5-chat	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5-codex	openai-gpt-5-codex	openrouter	openai/gpt-5-codex	openai-gpt-5-codex	openrouter/models/openai-gpt-5-codex	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5-mini	openai-gpt-5-mini	openrouter	openai/gpt-5-mini	openai-gpt-5-mini	openrouter/models/openai-gpt-5-mini	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5-nano	openai-gpt-5-nano	openrouter	openai/gpt-5-nano	openai-gpt-5-nano	openrouter/models/openai-gpt-5-nano	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5-pro	openai-gpt-5-pro	openrouter	openai/gpt-5-pro	openai-gpt-5-pro	openrouter/models/openai-gpt-5-pro	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.1	openai-gpt-5-1	openrouter	openai/gpt-5.1	openai-gpt-5-1	openrouter/models/openai-gpt-5-1	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.1-chat	openai-gpt-5-1-chat	openrouter	openai/gpt-5.1-chat	openai-gpt-5-1-chat	openrouter/models/openai-gpt-5-1-chat	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.1-codex	openai-gpt-5-1-codex	openrouter	openai/gpt-5.1-codex	openai-gpt-5-1-codex	openrouter/models/openai-gpt-5-1-codex	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.1-codex-mini	openai-gpt-5-1-codex-mini	openrouter	openai/gpt-5.1-codex-mini	openai-gpt-5-1-codex-mini	openrouter/models/openai-gpt-5-1-codex-mini	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.2	openai-gpt-5-2	openrouter	openai/gpt-5.2	openai-gpt-5-2	openrouter/models/openai-gpt-5-2	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.2-chat	openai-gpt-5-2-chat	openrouter	openai/gpt-5.2-chat	openai-gpt-5-2-chat	openrouter/models/openai-gpt-5-2-chat	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.2-codex	openai-gpt-5-2-codex	openrouter	openai/gpt-5.2-codex	openai-gpt-5-2-codex	openrouter/models/openai-gpt-5-2-codex	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.2-pro	openai-gpt-5-2-pro	openrouter	openai/gpt-5.2-pro	openai-gpt-5-2-pro	openrouter/models/openai-gpt-5-2-pro	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.3-chat	openai-gpt-5-3-chat	openrouter	openai/gpt-5.3-chat	openai-gpt-5-3-chat	openrouter/models/openai-gpt-5-3-chat	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.3-codex	openai-gpt-5-3-codex	openrouter	openai/gpt-5.3-codex	openai-gpt-5-3-codex	openrouter/models/openai-gpt-5-3-codex	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.4	openai-gpt-5-4	openrouter	openai/gpt-5.4	openai-gpt-5-4	openrouter/models/openai-gpt-5-4	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.4-mini	openai-gpt-5-4-mini	openrouter	openai/gpt-5.4-mini	openai-gpt-5-4-mini	openrouter/models/openai-gpt-5-4-mini	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.4-nano	openai-gpt-5-4-nano	openrouter	openai/gpt-5.4-nano	openai-gpt-5-4-nano	openrouter/models/openai-gpt-5-4-nano	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.4-pro	openai-gpt-5-4-pro	openrouter	openai/gpt-5.4-pro	openai-gpt-5-4-pro	openrouter/models/openai-gpt-5-4-pro	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.5	openai-gpt-5-5	openrouter	openai/gpt-5.5	openai-gpt-5-5	openrouter/models/openai-gpt-5-5	openrouter-complete	features.tool_call	
zenmux	openai/gpt-5.5-pro	openai-gpt-5-5-pro	openrouter	openai/gpt-5.5-pro	openai-gpt-5-5-pro	openrouter/models/openai-gpt-5-5-pro	openrouter-complete	features.tool_call	
zenmux	openai/o4-mini	openai-o4-mini	openrouter	openai/o4-mini	openai-o4-mini	openrouter/models/openai-o4-mini	openrouter-complete	features.tool_call	
zenmux	qwen/qwen3-14b	qwen-qwen3-14b	openrouter	qwen/qwen3-14b	qwen-qwen3-14b	openrouter/models/qwen-qwen3-14b	openrouter-complete	features.tool_call	
zenmux	qwen/qwen3-235b-a22b-2507	qwen-qwen3-235b-a22b-2507	openrouter	qwen/qwen3-235b-a22b-2507	qwen-qwen3-235b-a22b-2507	openrouter/models/qwen-qwen3-235b-a22b-2507	openrouter-complete	features.tool_call	
zenmux	qwen/qwen3-235b-a22b-thinking-2507	qwen-qwen3-235b-a22b-thinking-2507	openrouter	qwen/qwen3-235b-a22b-thinking-2507	qwen-qwen3-235b-a22b-thinking-2507	openrouter/models/qwen-qwen3-235b-a22b-thinking-2507	openrouter-complete	features.tool_call	
zenmux	qwen/qwen3-coder	qwen-qwen3-coder	openrouter	qwen/qwen3-coder	qwen-qwen3-coder	openrouter/models/qwen-qwen3-coder	openrouter-complete	features.tool_call	
zenmux	qwen/qwen3-coder-plus	qwen-qwen3-coder-plus	openrouter	qwen/qwen3-coder-plus	qwen-qwen3-coder-plus	openrouter/models/qwen-qwen3-coder-plus	openrouter-complete	features.tool_call	
zenmux	qwen/qwen3-max	qwen-qwen3-max	openrouter	qwen/qwen3-max	qwen-qwen3-max	openrouter/models/qwen-qwen3-max	openrouter-complete	features.tool_call	
zenmux	qwen/qwen3.6-flash	qwen-qwen3-6-flash	openrouter	qwen/qwen3.6-flash	qwen-qwen3-6-flash	openrouter/models/qwen-qwen3-6-flash	openrouter-complete	features.tool_call	
zenmux	qwen/qwen3.6-max-preview	qwen-qwen3-6-max-preview	openrouter	qwen/qwen3.6-max-preview	qwen-qwen3-6-max-preview	openrouter/models/qwen-qwen3-6-max-preview	openrouter-complete	features.tool_call	
zenmux	qwen/qwen3.6-plus	qwen-qwen3-6-plus	openrouter	qwen/qwen3.6-plus	qwen-qwen3-6-plus	openrouter/models/qwen-qwen3-6-plus	openrouter-complete	features.tool_call	
zenmux	stepfun/step-3.5-flash	stepfun-step-3-5-flash	openrouter	stepfun/step-3.5-flash	stepfun-step-3-5-flash	openrouter/models/stepfun-step-3-5-flash	openrouter-complete	features.tool_call	
zenmux	tencent/hy3-preview	tencent-hy3-preview	openrouter	tencent/hy3-preview	tencent-hy3-preview	openrouter/models/tencent-hy3-preview	openrouter-complete	features.tool_call	
zenmux	x-ai/grok-4	x-ai-grok-4	openrouter	x-ai/grok-4	x-ai-grok-4	openrouter/models/x-ai-grok-4	openrouter-complete	features.tool_call	
zenmux	x-ai/grok-4-fast	x-ai-grok-4-fast	openrouter	x-ai/grok-4-fast	x-ai-grok-4-fast	openrouter/models/x-ai-grok-4-fast	openrouter-complete	features.tool_call	
zenmux	x-ai/grok-4.1-fast	x-ai-grok-4-1-fast	openrouter	x-ai/grok-4.1-fast	x-ai-grok-4-1-fast	openrouter/models/x-ai-grok-4-1-fast	openrouter-complete	features.tool_call	
zenmux	x-ai/grok-4.3	x-ai-grok-4-3	openrouter	x-ai/grok-4.3	x-ai-grok-4-3	openrouter/models/x-ai-grok-4-3	openrouter-complete	features.tool_call	
zenmux	x-ai/grok-code-fast-1	x-ai-grok-code-fast-1	openrouter	x-ai/grok-code-fast-1	x-ai-grok-code-fast-1	openrouter/models/x-ai-grok-code-fast-1	openrouter-complete	features.tool_call	
zenmux	xiaomi/mimo-v2-flash	xiaomi-mimo-v2-flash	openrouter	xiaomi/mimo-v2-flash	xiaomi-mimo-v2-flash	openrouter/models/xiaomi-mimo-v2-flash	openrouter-complete	features.tool_call	
zenmux	xiaomi/mimo-v2-omni	xiaomi-mimo-v2-omni	openrouter	xiaomi/mimo-v2-omni	xiaomi-mimo-v2-omni	openrouter/models/xiaomi-mimo-v2-omni	openrouter-complete	features.tool_call	
zenmux	xiaomi/mimo-v2-pro	xiaomi-mimo-v2-pro	openrouter	xiaomi/mimo-v2-pro	xiaomi-mimo-v2-pro	openrouter/models/xiaomi-mimo-v2-pro	openrouter-complete	features.tool_call	
zenmux	xiaomi/mimo-v2.5	xiaomi-mimo-v2-5	openrouter	xiaomi/mimo-v2.5	xiaomi-mimo-v2-5	openrouter/models/xiaomi-mimo-v2-5	openrouter-complete	features.tool_call	
zenmux	xiaomi/mimo-v2.5-pro	xiaomi-mimo-v2-5-pro	openrouter	xiaomi/mimo-v2.5-pro	xiaomi-mimo-v2-5-pro	openrouter/models/xiaomi-mimo-v2-5-pro	openrouter-complete	features.tool_call	
zenmux	z-ai/glm-4.5	z-ai-glm-4-5	openrouter	z-ai/glm-4.5	z-ai-glm-4-5	openrouter/models/z-ai-glm-4-5	openrouter-complete	features.tool_call	
zenmux	z-ai/glm-4.5-air	z-ai-glm-4-5-air	openrouter	z-ai/glm-4.5-air	z-ai-glm-4-5-air	openrouter/models/z-ai-glm-4-5-air	openrouter-complete	features.tool_call	
zenmux	z-ai/glm-4.6	z-ai-glm-4-6	openrouter	z-ai/glm-4.6	z-ai-glm-4-6	openrouter/models/z-ai-glm-4-6	openrouter-complete	features.tool_call	
zenmux	z-ai/glm-4.6v	z-ai-glm-4-6v	openrouter	z-ai/glm-4.6v	z-ai-glm-4-6v	openrouter/models/z-ai-glm-4-6v	openrouter-complete	features.tool_call	
zenmux	z-ai/glm-4.7	z-ai-glm-4-7	openrouter	z-ai/glm-4.7	z-ai-glm-4-7	openrouter/models/z-ai-glm-4-7	openrouter-complete	features.tool_call	
zenmux	z-ai/glm-5	z-ai-glm-5	openrouter	z-ai/glm-5	z-ai-glm-5	openrouter/models/z-ai-glm-5	openrouter-complete	features.tool_call	
zenmux	z-ai/glm-5-turbo	z-ai-glm-5-turbo	openrouter	z-ai/glm-5-turbo	z-ai-glm-5-turbo	openrouter/models/z-ai-glm-5-turbo	openrouter-complete	features.tool_call	
zenmux	z-ai/glm-5.1	z-ai-glm-5-1	openrouter	z-ai/glm-5.1	z-ai-glm-5-1	openrouter/models/z-ai-glm-5-1	openrouter-complete	features.tool_call	
zenmux	z-ai/glm-5v-turbo	z-ai-glm-5v-turbo	openrouter	z-ai/glm-5v-turbo	z-ai-glm-5v-turbo	openrouter/models/z-ai-glm-5v-turbo	openrouter-complete	features.tool_call	
